dia_Id,Dia;hora_Id,Hora,dia_Id;Dir.Med._a_1100cm,Humedad._a_620cm,Irradia.._a_200cm,Presion._a_150cm,Sig.Dir._a_1100cm,Sig.Vel._a_1100cm,Tem.Aire._a_620cm,Vel.Max._a_1100cm,Vel.Med._a_1100cm,hora_Id
"0,""2017-1-18""";"2501,""08:50"",17";"9.8,""72.64"",""16.25"",""958.71"",""22.34"",""1.59"",""-0.8"",""8.53"",""4.61"",2501"
"0,""2017-1-18""";"2502,""09:00"",17";"13.44,""74.3"",""19.07"",""958.8"",""21.01"",""1.48"",""-0.77"",""7.84"",""4.09"",2502"
"0,""2017-1-18""";"2503,""09:10"",17";"6.18,""76.09"",""24.58"",""958.81"",""17.68"",""1.46"",""-0.98"",""9.51"",""5.4"",2503"
"0,""2017-1-18""";"2504,""09:20"",17";"15.15,""75.82"",""35.08"",""958.98"",""19.56"",""1.35"",""-0.97"",""7.64"",""4.29"",2504"
"0,""2017-1-18""";"2505,""09:30"",17";"13.52,""73.82"",""49.36"",""958.95"",""20.63"",""1.87"",""-1.02"",""11.07"",""5.73"",2505"
"0,""2017-1-18""";"2506,""09:40"",17";"14.74,""73.54"",""72.63"",""959.0"",""21.57"",""1.54"",""-1.05"",""9.51"",""5.17"",2506"
"0,""2017-1-18""";"2507,""09:50"",17";"21.06,""73.92"",""68.48"",""959.03"",""16.36"",""1.46"",""-1.13"",""8.82"",""5.22"",2507"
"0,""2017-1-18""";"2508,""10:00"",17";"18.08,""75.41"",""57.25"",""959.02"",""15.3"",""1.08"",""-1.21"",""7.74"",""5.08"",2508"
"0,""2017-1-18""";"2509,""10:10"",17";"19.24,""74.74"",""61.23"",""958.96"",""27.77"",""1.27"",""-0.89"",""6.66"",""2.93"",2509"
"0,""2017-1-18""";"2510,""10:20"",17";"14.62,""75.06"",""57.08"",""958.95"",""20.56"",""1.26"",""-0.82"",""6.37"",""3.56"",2510"
"0,""2017-1-18""";"2511,""10:30"",17";"26.86,""75.44"",""55.86"",""958.98"",""17.08"",""0.88"",""-0.72"",""5.68"",""3.4"",2511"
"0,""2017-1-18""";"2512,""10:40"",17";"17.31,""76.4"",""56.07"",""958.97"",""19.92"",""1.4"",""-0.81"",""7.45"",""3.59"",2512"
"0,""2017-1-18""";"2513,""10:50"",17";"20.41,""78.43"",""48.88"",""958.94"",""24.08"",""1.44"",""-0.97"",""7.55"",""4.56"",2513"
"0,""2017-1-18""";"2514,""11:00"",17";"19.21,""79.87"",""54.1"",""958.9"",""16.52"",""1.25"",""-1.08"",""7.35"",""4.72"",2514"
"0,""2017-1-18""";"2515,""11:10"",17";"27.72,""80.8"",""55.28"",""958.94"",""13.24"",""1.25"",""-1.14"",""8.23"",""5.33"",2515"
"0,""2017-1-18""";"2516,""11:20"",17";"32.36,""80.9"",""69.65"",""958.77"",""22.36"",""1.35"",""-1.05"",""6.76"",""4.03"",2516"
"0,""2017-1-18""";"2517,""11:30"",17";"22.38,""80.1"",""59.51"",""958.56"",""25.54"",""1.37"",""-0.8"",""5.98"",""2.73"",2517"
"0,""2017-1-18""";"2518,""11:40"",17";"29.34,""80.8"",""60.15"",""958.5"",""14.73"",""1.12"",""-0.95"",""6.37"",""4.15"",2518"
"0,""2017-1-18""";"2519,""11:50"",17";"34.04,""80.7"",""56.57"",""958.47"",""16.01"",""0.93"",""-0.87"",""5.59"",""3.38"",2519"
"0,""2017-1-18""";"2520,""12:00"",17";"27.68,""80.5"",""56.5"",""958.36"",""17.18"",""1.21"",""-0.81"",""7.06"",""3.72"",2520"
"0,""2017-1-18""";"2521,""12:10"",17";"31.42,""80.4"",""55.06"",""958.31"",""12.59"",""1.2"",""-0.96"",""7.55"",""4.83"",2521"
"0,""2017-1-18""";"2522,""12:20"",17";"32.33,""79.4"",""55.0"",""958.29"",""13.57"",""0.98"",""-0.88"",""6.96"",""4.68"",2522"
"0,""2017-1-18""";"2523,""12:30"",17";"31.14,""79.74"",""59.36"",""958.18"",""17.84"",""1.18"",""-0.8"",""6.57"",""3.92"",2523"
"0,""2017-1-18""";"2524,""12:40"",17";"25.15,""80.9"",""67.08"",""958.04"",""15.01"",""1.33"",""-0.89"",""8.13"",""4.22"",2524"
"0,""2017-1-18""";"2525,""12:50"",17";"34.69,""81.3"",""65.42"",""957.93"",""15.91"",""1.34"",""-0.84"",""7.94"",""4.54"",2525"
"0,""2017-1-18""";"2526,""13:00"",17";"34.56,""81.4"",""64.96"",""957.84"",""14.69"",""1.0"",""-0.83"",""6.86"",""4.29"",2526"
"0,""2017-1-18""";"2527,""13:10"",17";"31.61,""81.4"",""57.22"",""957.73"",""17.43"",""1.1"",""-0.72"",""6.17"",""3.62"",2527"
"0,""2017-1-18""";"2528,""13:20"",17";"25.31,""82.1"",""55.85"",""957.62"",""17.23"",""1.16"",""-0.76"",""7.15"",""3.79"",2528"
"0,""2017-1-18""";"2529,""13:30"",17";"25.69,""83.0"",""64.42"",""957.56"",""14.32"",""1.2"",""-0.82"",""7.74"",""4.58"",2529"
"0,""2017-1-18""";"2530,""13:40"",17";"29.48,""83.2"",""67.29"",""957.55"",""19.67"",""1.15"",""-0.71"",""6.27"",""3.81"",2530"
"0,""2017-1-18""";"2531,""13:50"",17";"28.85,""83.2"",""56.8"",""957.57"",""20.48"",""1.01"",""-0.63"",""5.88"",""3.34"",2531"
"0,""2017-1-18""";"2532,""14:00"",17";"28.93,""82.6"",""50.05"",""957.56"",""16.5"",""0.93"",""-0.55"",""5.59"",""3.6"",2532"
"0,""2017-1-18""";"2533,""14:10"",17";"35.95,""82.1"",""48.05"",""957.58"",""20.21"",""1.28"",""-0.39"",""6.47"",""3.37"",2533"
"0,""2017-1-18""";"2534,""14:20"",17";"36.18,""82.3"",""47.24"",""957.63"",""19.32"",""1.22"",""-0.4"",""6.47"",""3.73"",2534"
"0,""2017-1-18""";"2535,""14:30"",17";"34.07,""83.2"",""51.32"",""957.68"",""17.47"",""0.99"",""-0.48"",""5.98"",""3.76"",2535"
"0,""2017-1-18""";"2536,""14:40"",17";"32.48,""83.3"",""47.4"",""957.71"",""23.92"",""1.19"",""-0.34"",""5.49"",""2.66"",2536"
"0,""2017-1-18""";"2537,""14:50"",17";"27.18,""82.8"",""37.88"",""957.78"",""23.3"",""1.17"",""-0.26"",""5.1"",""2.88"",2537"
"0,""2017-1-18""";"2538,""15:00"",17";"26.28,""84.4"",""33.02"",""957.8"",""18.97"",""1.16"",""-0.5"",""5.88"",""3.15"",2538"
"0,""2017-1-18""";"2539,""15:10"",17";"24.66,""84.4"",""33.84"",""957.81"",""17.06"",""1.1"",""-0.54"",""6.76"",""4.01"",2539"
"0,""2017-1-18""";"2540,""15:20"",17";"25.75,""84.7"",""29.52"",""957.86"",""14.34"",""0.96"",""-0.58"",""6.96"",""4.09"",2540"
"0,""2017-1-18""";"2541,""15:30"",17";"27.61,""85.1"",""26.29"",""957.91"",""21.05"",""1.09"",""-0.52"",""5.78"",""3.28"",2541"
"0,""2017-1-18""";"2542,""15:40"",17";"22.6,""85.6"",""22.64"",""957.89"",""14.71"",""0.72"",""-0.56"",""5.19"",""3.53"",2542"
"0,""2017-1-18""";"2543,""15:50"",17";"24.13,""85.8"",""20.93"",""957.88"",""17.06"",""1.11"",""-0.51"",""5.68"",""2.9"",2543"
"0,""2017-1-18""";"2544,""16:00"",17";"31.25,""85.2"",""13.49"",""957.95"",""21.21"",""1.08"",""-0.31"",""5.49"",""2.57"",2544"
"0,""2017-1-18""";"2545,""16:10"",17";"30.29,""84.9"",""10.53"",""958.01"",""22.92"",""1.07"",""-0.3"",""5.39"",""2.56"",2545"
"0,""2017-1-18""";"2546,""16:20"",17";"25.85,""84.4"",""9.27"",""958.08"",""17.12"",""0.67"",""-0.27"",""4.7"",""2.95"",2546"
"0,""2017-1-18""";"2547,""16:30"",17";"23.17,""85.1"",""6.81"",""958.13"",""16.55"",""0.93"",""-0.37"",""5.19"",""2.58"",2547"
"0,""2017-1-18""";"2548,""16:40"",17";"33.23,""84.9"",""4.97"",""958.16"",""20.77"",""0.73"",""-0.2"",""4.9"",""2.85"",2548"
"0,""2017-1-18""";"2549,""16:50"",17";"34.65,""85.0"",""3.18"",""958.23"",""18.93"",""1.07"",""-0.19"",""5.78"",""2.99"",2549"
"0,""2017-1-18""";"2550,""17:00"",17";"42.27,""85.4"",""2.47"",""958.26"",""18.51"",""0.95"",""-0.2"",""6.08"",""3.08"",2550"
"0,""2017-1-18""";"2551,""17:10"",17";"46.0,""85.2"",""1.68"",""958.31"",""12.38"",""1.0"",""-0.17"",""5.98"",""3.6"",2551"
"0,""2017-1-18""";"2552,""17:20"",17";"35.47,""86.7"",""1.39"",""958.37"",""13.59"",""1.12"",""-0.48"",""7.55"",""4.63"",2552"
"0,""2017-1-18""";"2553,""17:30"",17";"38.0,""87.4"",""1.23"",""958.43"",""10.86"",""1.03"",""-0.49"",""6.08"",""4.32"",2553"
"0,""2017-1-18""";"2554,""17:40"",17";"34.34,""87.4"",""1.18"",""958.41"",""11.58"",""1.14"",""-0.43"",""5.88"",""4.02"",2554"
"0,""2017-1-18""";"2555,""17:50"",17";"28.78,""87.1"",""1.02"",""958.43"",""13.32"",""0.71"",""-0.41"",""4.9"",""3.16"",2555"
"0,""2017-1-18""";"2556,""18:00"",17";"32.55,""87.0"",""0.78"",""958.48"",""14.26"",""1.0"",""-0.35"",""5.29"",""2.82"",2556"
"0,""2017-1-18""";"2557,""18:10"",17";"30.69,""87.0"",""1.28"",""958.58"",""11.79"",""0.8"",""-0.37"",""5.1"",""2.78"",2557"
"0,""2017-1-18""";"2558,""18:20"",17";"12.86,""87.2"",""1.03"",""958.54"",""22.74"",""0.89"",""-0.39"",""4.12"",""2.08"",2558"
"0,""2017-1-18""";"2559,""18:30"",17";"26.55,""86.6"",""0.66"",""958.51"",""21.61"",""1.06"",""-0.29"",""5.49"",""2.89"",2559"
"0,""2017-1-18""";"2560,""18:40"",17";"25.6,""86.8"",""1.34"",""958.53"",""13.01"",""0.79"",""-0.39"",""4.8"",""3.1"",2560"
"0,""2017-1-18""";"2561,""18:50"",17";"11.49,""86.5"",""0.94"",""958.63"",""19.47"",""0.94"",""-0.31"",""4.21"",""2.53"",2561"
"0,""2017-1-18""";"2562,""19:00"",17";"23.06,""86.0"",""0.96"",""958.68"",""20.5"",""0.69"",""-0.22"",""3.72"",""2.02"",2562"
"0,""2017-1-18""";"2563,""19:10"",17";"29.28,""85.4"",""1.16"",""958.77"",""20.94"",""0.97"",""-0.09"",""3.82"",""2.1"",2563"
"0,""2017-1-18""";"2564,""19:20"",17";"27.34,""86.0"",""0.91"",""958.81"",""13.95"",""0.68"",""-0.23"",""4.02"",""2.42"",2564"
"0,""2017-1-18""";"2565,""19:30"",17";"31.62,""86.0"",""1.0"",""958.89"",""16.66"",""0.55"",""-0.16"",""3.82"",""2.39"",2565"
"0,""2017-1-18""";"2566,""19:40"",17";"12.74,""85.8"",""0.92"",""958.94"",""21.85"",""0.62"",""-0.14"",""3.33"",""2.06"",2566"
"0,""2017-1-18""";"2567,""19:50"",17";"22.18,""85.3"",""1.22"",""958.94"",""19.74"",""0.72"",""-0.09"",""3.72"",""2.18"",2567"
"0,""2017-1-18""";"2568,""20:00"",17";"25.6,""84.4"",""0.96"",""958.94"",""14.53"",""0.45"",""-0.13"",""4.41"",""3.03"",2568"
"0,""2017-1-18""";"2569,""20:10"",17";"31.0,""84.9"",""0.99"",""958.9"",""13.88"",""0.71"",""-0.11"",""3.72"",""2.19"",2569"
"0,""2017-1-18""";"2570,""20:20"",17";"13.68,""85.5"",""0.75"",""958.87"",""30.33"",""0.73"",""-0.08"",""3.82"",""2.35"",2570"
"0,""2017-1-18""";"2571,""20:30"",17";"5.12,""85.4"",""1.03"",""958.87"",""23.04"",""0.56"",""0.0"",""3.43"",""1.79"",2571"
"0,""2017-1-18""";"2572,""20:40"",17";"16.06,""85.9"",""0.8"",""958.86"",""19.88"",""0.77"",""0.0"",""3.72"",""1.37"",2572"
"0,""2017-1-18""";"2573,""20:50"",17";"14.85,""85.7"",""0.94"",""958.84"",""20.1"",""0.62"",""-0.02"",""2.94"",""1.5"",2573"
"0,""2017-1-18""";"2574,""21:00"",17";"26.61,""85.0"",""0.93"",""958.9"",""18.97"",""0.5"",""0.05"",""3.23"",""1.63"",2574"
"0,""2017-1-18""";"2575,""21:10"",17";"23.17,""85.5"",""0.83"",""959.0"",""16.27"",""0.42"",""-0.03"",""2.45"",""1.67"",2575"
"0,""2017-1-18""";"2576,""21:20"",17";"30.37,""84.9"",""0.67"",""959.07"",""16.48"",""0.51"",""0.05"",""2.65"",""1.29"",2576"
"0,""2017-1-18""";"2577,""21:30"",17";"340.0,""84.5"",""0.74"",""958.91"",""17.1"",""0.59"",""0.2"",""3.23"",""1.68"",2577"
"0,""2017-1-18""";"2578,""21:40"",17";"358.1,""84.0"",""0.5"",""958.85"",""18.9"",""0.66"",""0.2"",""3.53"",""1.86"",2578"
"0,""2017-1-18""";"2579,""21:50"",17";"32.59,""84.6"",""1.12"",""958.91"",""12.84"",""0.74"",""0.07"",""3.63"",""1.83"",2579"
"0,""2017-1-18""";"2580,""22:00"",17";"21.89,""84.6"",""0.89"",""958.86"",""19.01"",""0.58"",""0.07"",""2.84"",""1.45"",2580"
"0,""2017-1-18""";"2581,""22:10"",17";"4.91,""84.3"",""0.96"",""958.85"",""30.85"",""0.52"",""0.06"",""3.53"",""1.98"",2581"
"0,""2017-1-18""";"2582,""22:20"",17";"342.0,""83.3"",""1.31"",""958.81"",""22.31"",""0.4"",""0.37"",""2.06"",""1.19"",2582"
"0,""2017-1-18""";"2583,""22:30"",17";"36.16,""83.5"",""0.79"",""958.83"",""21.75"",""0.58"",""0.26"",""2.35"",""1.02"",2583"
"0,""2017-1-18""";"2584,""22:40"",17";"20.0,""84.3"",""0.73"",""958.82"",""18.62"",""0.41"",""0.1"",""2.16"",""1.27"",2584"
"0,""2017-1-18""";"2585,""22:50"",17";"6.88,""83.6"",""0.74"",""958.84"",""25.34"",""0.43"",""0.28"",""1.96"",""0.66"",2585"
"0,""2017-1-18""";"2586,""23:00"",17";"350.3,""84.0"",""0.81"",""958.8"",""24.26"",""0.67"",""0.17"",""2.84"",""1.35"",2586"
"0,""2017-1-18""";"2587,""23:10"",17";"17.59,""83.7"",""0.73"",""958.94"",""28.73"",""0.57"",""0.27"",""2.35"",""0.89"",2587"
"0,""2017-1-18""";"2588,""23:20"",17";"5.06,""84.1"",""0.85"",""958.94"",""20.06"",""0.28"",""0.14"",""1.86"",""1.17"",2588"
"0,""2017-1-18""";"2589,""23:30"",17";"10.34,""84.2"",""0.92"",""958.86"",""23.47"",""0.28"",""0.17"",""1.37"",""0.59"",2589"
"0,""2017-1-18""";"2590,""23:40"",17";"355.7,""83.0"",""0.8"",""958.9"",""40.78"",""0.23"",""0.44"",""1.47"",""0.63"",2590"
"0,""2017-1-18""";"2591,""23:50"",17";"329.6,""82.4"",""0.85"",""958.9"",""16.92"",""0.3"",""0.51"",""1.27"",""0.57"",2591"
"0,""2017-1-19""";"2592,""00:00"",18";"355.0,""83.1"",""0.76"",""958.86"",""25.6"",""0.27"",""0.32"",""0.98"",""0.39"",2592"
"0,""2017-1-19""";"2593,""00:10"",18";"19.53,""83.2"",""0.89"",""958.88"",""9.73"",""0.18"",""0.3"",""1.27"",""0.79"",2593"
"0,""2017-1-19""";"2594,""00:20"",18";"35.42,""83.1"",""0.64"",""958.89"",""26.78"",""0.21"",""0.33"",""1.08"",""0.34"",2594"
"0,""2017-1-19""";"2595,""00:30"",18";"336.1,""82.7"",""0.56"",""958.82"",""17.02"",""0.24"",""0.42"",""1.08"",""0.44"",2595"
"0,""2017-1-19""";"2596,""00:40"",18";"349.7,""81.6"",""0.73"",""958.69"",""56.56"",""0.19"",""0.76"",""0.78"",""0.22"",2596"
"0,""2017-1-19""";"2597,""00:50"",18";"30.29,""81.6"",""1.37"",""958.66"",""20.75"",""0.47"",""0.61"",""1.76"",""0.74"",2597"
"0,""2017-1-19""";"2598,""01:00"",18";"33.22,""81.7"",""0.94"",""958.68"",""23.57"",""0.27"",""0.51"",""1.76"",""0.91"",2598"
"0,""2017-1-19""";"2599,""01:10"",18";"12.78,""82.9"",""0.67"",""958.59"",""21.72"",""0.32"",""0.25"",""1.86"",""0.93"",2599"
"0,""2017-1-19""";"2600,""01:20"",18";"21.79,""83.0"",""0.54"",""958.63"",""27.42"",""0.42"",""0.31"",""2.25"",""1.08"",2600"
"0,""2017-1-19""";"2601,""01:30"",18";"30.65,""82.8"",""0.78"",""958.65"",""12.12"",""0.44"",""0.3"",""1.96"",""1.14"",2601"
"0,""2017-1-19""";"2602,""01:40"",18";"26.62,""83.3"",""0.64"",""958.6"",""17.18"",""0.37"",""0.26"",""2.35"",""1.39"",2602"
"0,""2017-1-19""";"2603,""01:50"",18";"33.9,""84.0"",""0.73"",""958.62"",""13.39"",""0.36"",""0.09"",""2.16"",""1.52"",2603"
"0,""2017-1-19""";"2604,""02:00"",18";"16.12,""84.0"",""0.82"",""958.64"",""24.94"",""0.54"",""0.24"",""2.16"",""0.96"",2604"
"0,""2017-1-19""";"2605,""02:10"",18";"33.93,""84.2"",""0.83"",""958.69"",""15.44"",""0.36"",""0.2"",""2.35"",""1.42"",2605"
"0,""2017-1-19""";"2606,""02:20"",18";"19.48,""84.5"",""0.7"",""958.7"",""26.26"",""0.52"",""0.17"",""1.96"",""0.9"",2606"
"0,""2017-1-19""";"2607,""02:30"",18";"13.35,""84.3"",""0.7"",""958.66"",""13.03"",""0.31"",""0.26"",""1.76"",""0.9"",2607"
"0,""2017-1-19""";"2608,""02:40"",18";"31.56,""84.4"",""0.84"",""958.63"",""19.94"",""0.46"",""0.23"",""2.25"",""1.12"",2608"
"0,""2017-1-19""";"2609,""02:50"",18";"41.45,""84.6"",""0.82"",""958.66"",""13.74"",""0.4"",""0.19"",""1.96"",""1.41"",2609"
"0,""2017-1-19""";"2610,""03:00"",18";"42.84,""83.9"",""0.85"",""958.67"",""13.73"",""0.36"",""0.41"",""1.96"",""1.12"",2610"
"0,""2017-1-19""";"2611,""03:10"",18";"33.84,""84.2"",""0.95"",""958.63"",""8.53"",""0.32"",""0.29"",""2.06"",""1.3"",2611"
"0,""2017-1-19""";"2612,""03:20"",18";"48.1,""83.6"",""1.25"",""958.55"",""14.83"",""0.3"",""0.49"",""1.18"",""0.48"",2612"
"0,""2017-1-19""";"2613,""03:30"",18";"349.7,""83.3"",""0.77"",""958.5"",""14.63"",""0.26"",""0.49"",""1.08"",""0.46"",2613"
"0,""2017-1-19""";"2614,""03:40"",18";"23.61,""83.7"",""0.88"",""958.42"",""24.22"",""0.24"",""0.44"",""1.08"",""0.52"",2614"
"0,""2017-1-19""";"2615,""03:50"",18";"28.72,""83.5"",""0.77"",""958.46"",""16.04"",""0.3"",""0.48"",""1.27"",""0.61"",2615"
"0,""2017-1-19""";"2616,""04:00"",18";"114.5,""83.6"",""0.96"",""958.45"",""61.32"",""0.28"",""0.65"",""0.88"",""0.34"",2616"
"0,""2017-1-19""";"2617,""04:10"",18";"114.9,""83.5"",""0.68"",""958.37"",""20.75"",""0.18"",""0.57"",""1.08"",""0.5"",2617"
"0,""2017-1-19""";"2618,""04:20"",18";"107.3,""84.1"",""0.75"",""958.32"",""17.01"",""0.16"",""0.44"",""0.59"",""0.12"",2618"
"0,""2017-1-19""";"2619,""04:30"",18";"78.06,""82.5"",""0.81"",""958.26"",""18.67"",""0.12"",""1.0"",""0.49"",""0.11"",2619"
"0,""2017-1-19""";"2620,""04:40"",18";"107.9,""82.7"",""1.18"",""958.18"",""19.82"",""0.36"",""0.68"",""1.18"",""0.48"",2620"
"0,""2017-1-19""";"2621,""04:50"",18";"126.7,""83.9"",""1.0"",""958.14"",""33.36"",""0.21"",""0.56"",""0.88"",""0.41"",2621"
"0,""2017-1-19""";"2622,""05:00"",18";"118.7,""84.0"",""0.8"",""958.14"",""14.52"",""0.35"",""0.63"",""1.37"",""0.57"",2622"
"0,""2017-1-19""";"2623,""05:10"",18";"118.5,""84.1"",""0.78"",""958.12"",""24.72"",""0.37"",""0.53"",""1.76"",""0.98"",2623"
"0,""2017-1-19""";"2624,""05:20"",18";"112.5,""84.1"",""0.71"",""958.09"",""22.54"",""0.27"",""0.61"",""1.47"",""0.76"",2624"
"0,""2017-1-19""";"2625,""05:30"",18";"98.4,""84.9"",""0.86"",""958.0"",""22.01"",""0.37"",""0.48"",""1.96"",""1.1"",2625"
"0,""2017-1-19""";"2626,""05:40"",18";"87.4,""85.2"",""0.94"",""957.98"",""18.3"",""0.43"",""0.5"",""2.16"",""1.33"",2626"
"0,""2017-1-19""";"2627,""05:50"",18";"69.88,""85.4"",""1.01"",""957.9"",""12.52"",""0.41"",""0.62"",""1.76"",""0.97"",2627"
"0,""2017-1-19""";"2628,""06:00"",18";"102.7,""85.8"",""1.0"",""957.98"",""9.98"",""0.45"",""0.43"",""1.86"",""0.99"",2628"
"0,""2017-1-19""";"2629,""06:10"",18";"90.0,""85.9"",""0.81"",""958.02"",""15.83"",""0.43"",""0.56"",""2.06"",""0.96"",2629"
"0,""2017-1-19""";"2630,""06:20"",18";"97.9,""85.9"",""1.08"",""958.02"",""17.43"",""0.42"",""0.48"",""1.96"",""1.22"",2630"
"0,""2017-1-19""";"2631,""06:30"",18";"100.3,""86.9"",""1.06"",""957.99"",""8.06"",""0.46"",""0.34"",""2.06"",""0.99"",2631"
"0,""2017-1-19""";"2632,""06:40"",18";"128.5,""86.4"",""0.74"",""958.07"",""19.0"",""0.24"",""0.57"",""1.86"",""0.85"",2632"
"0,""2017-1-19""";"2633,""06:50"",18";"121.0,""86.4"",""0.7"",""958.09"",""15.99"",""0.27"",""0.44"",""1.47"",""0.59"",2633"
"0,""2017-1-19""";"2634,""07:00"",18";"193.6,""85.4"",""0.93"",""958.1"",""62.86"",""0.51"",""0.83"",""1.67"",""0.71"",2634"
"0,""2017-1-19""";"2635,""07:10"",18";"187.0,""83.5"",""1.06"",""958.12"",""17.74"",""0.56"",""1.1"",""2.35"",""1.25"",2635"
"0,""2017-1-19""";"2636,""07:20"",18";"182.0,""82.9"",""1.25"",""958.08"",""24.08"",""0.37"",""1.06"",""1.76"",""0.95"",2636"
"0,""2017-1-19""";"2637,""07:30"",18";"188.5,""83.0"",""1.29"",""958.1"",""39.03"",""0.47"",""1.14"",""1.96"",""0.81"",2637"
"0,""2017-1-19""";"2638,""07:40"",18";"174.4,""83.1"",""1.77"",""958.12"",""14.7"",""0.39"",""0.94"",""1.76"",""0.98"",2638"
"0,""2017-1-19""";"2639,""07:50"",18";"158.1,""84.0"",""3.03"",""958.15"",""23.76"",""0.26"",""0.66"",""1.27"",""0.58"",2639"
"0,""2017-1-19""";"2640,""08:00"",18";"177.6,""83.7"",""4.54"",""958.2"",""23.11"",""0.3"",""0.94"",""1.08"",""0.34"",2640"
"0,""2017-1-19""";"2641,""08:10"",18";"139.2,""82.1"",""8.2"",""958.25"",""15.65"",""0.15"",""1.06"",""0.98"",""0.55"",2641"
"0,""2017-1-19""";"2642,""08:20"",18";"63.08,""82.7"",""9.59"",""958.38"",""19.8"",""0.4"",""1.1"",""1.76"",""0.54"",2642"
"0,""2017-1-19""";"2643,""08:30"",18";"66.0,""83.8"",""15.48"",""958.46"",""11.15"",""0.25"",""1.18"",""2.25"",""1.37"",2643"
"0,""2017-1-19""";"2644,""08:40"",18";"81.3,""84.5"",""20.47"",""958.51"",""19.95"",""0.34"",""1.06"",""1.96"",""1.14"",2644"
"0,""2017-1-19""";"2645,""08:50"",18";"71.31,""84.9"",""29.48"",""958.52"",""12.56"",""0.35"",""1.09"",""2.16"",""1.38"",2645"
"0,""2017-1-19""";"2646,""09:00"",18";"78.64,""85.3"",""41.43"",""958.51"",""16.84"",""0.25"",""1.0"",""1.96"",""1.21"",2646"
"0,""2017-1-19""";"2647,""09:10"",18";"110.0,""84.7"",""48.23"",""958.52"",""23.84"",""0.32"",""0.94"",""1.86"",""1.14"",2647"
"0,""2017-1-19""";"2648,""09:20"",18";"81.6,""84.7"",""59.44"",""958.55"",""26.75"",""0.44"",""1.03"",""1.76"",""0.86"",2648"
"0,""2017-1-19""";"2649,""09:30"",18";"86.5,""85.1"",""74.54"",""958.55"",""28.91"",""0.47"",""0.91"",""2.06"",""0.9"",2649"
"0,""2017-1-19""";"2650,""09:40"",18";"43.24,""85.0"",""81.8"",""958.57"",""20.74"",""0.64"",""0.91"",""2.94"",""1.44"",2650"
"0,""2017-1-19""";"2651,""09:50"",18";"36.64,""85.7"",""91.6"",""958.62"",""19.97"",""0.42"",""1.04"",""1.67"",""0.79"",2651"
"0,""2017-1-19""";"2652,""10:00"",18";"32.7,""84.5"",""100.2"",""958.72"",""18.16"",""0.36"",""1.27"",""1.76"",""0.82"",2652"
"0,""2017-1-19""";"2653,""10:10"",18";"46.94,""83.9"",""102.2"",""958.73"",""23.88"",""0.32"",""1.23"",""1.37"",""0.65"",2653"
"0,""2017-1-19""";"2654,""10:20"",18";"41.87,""82.9"",""112.5"",""958.72"",""30.66"",""0.34"",""1.41"",""1.27"",""0.53"",2654"
"0,""2017-1-19""";"2655,""10:30"",18";"12.4,""80.9"",""121.1"",""958.73"",""18.45"",""0.27"",""1.51"",""1.08"",""0.43"",2655"
"0,""2017-1-19""";"2656,""10:40"",18";"8.18,""78.17"",""158.8"",""958.74"",""32.13"",""0.42"",""1.68"",""1.47"",""0.42"",2656"
"0,""2017-1-19""";"2657,""10:50"",18";"22.41,""77.02"",""176.8"",""958.7"",""42.91"",""0.29"",""1.87"",""1.37"",""0.58"",2657"
"0,""2017-1-19""";"2658,""11:00"",18";"84.8,""75.63"",""165.7"",""958.71"",""23.26"",""0.29"",""2.25"",""1.18"",""0.55"",2658"
"0,""2017-1-19""";"2659,""11:10"",18";"52.61,""73.54"",""164.0"",""958.64"",""53.24"",""0.27"",""2.54"",""1.08"",""0.37"",2659"
"0,""2017-1-19""";"2660,""11:20"",18";"45.69,""71.55"",""156.0"",""958.58"",""33.84"",""0.31"",""2.52"",""1.47"",""0.45"",2660"
"0,""2017-1-19""";"2661,""11:30"",18";"42.74,""71.18"",""138.7"",""958.5"",""45.2"",""0.47"",""2.51"",""2.06"",""0.72"",2661"
"0,""2017-1-19""";"2662,""11:40"",18";"56.79,""71.3"",""133.5"",""958.47"",""23.5"",""0.59"",""2.22"",""2.55"",""1.27"",2662"
"0,""2017-1-19""";"2663,""11:50"",18";"24.62,""71.83"",""137.0"",""958.32"",""20.35"",""0.53"",""2.03"",""2.65"",""1.35"",2663"
"0,""2017-1-19""";"2664,""12:00"",18";"59.91,""70.84"",""127.9"",""958.24"",""21.8"",""0.44"",""2.36"",""2.06"",""0.93"",2664"
"0,""2017-1-19""";"2665,""12:10"",18";"48.83,""70.13"",""128.0"",""958.06"",""60.33"",""0.34"",""2.57"",""1.47"",""0.48"",2665"
"0,""2017-1-19""";"2666,""12:20"",18";"339.9,""70.75"",""122.5"",""958.0"",""44.48"",""0.56"",""2.65"",""2.84"",""1.0"",2666"
"0,""2017-1-19""";"2667,""12:30"",18";"314.4,""70.04"",""113.2"",""957.99"",""36.49"",""0.55"",""2.87"",""2.74"",""0.78"",2667"
"0,""2017-1-19""";"2668,""12:40"",18";"303.1,""70.59"",""107.4"",""957.99"",""48.6"",""0.32"",""2.66"",""1.37"",""0.47"",2668"
"0,""2017-1-19""";"2669,""12:50"",18";"25.17,""70.3"",""106.8"",""957.85"",""68.73"",""0.37"",""2.75"",""1.76"",""0.51"",2669"
"0,""2017-1-19""";"2670,""13:00"",18";"63.92,""69.56"",""107.7"",""957.73"",""57.78"",""0.31"",""2.98"",""1.37"",""0.48"",2670"
